time,mass_concentration_of_chlorophyll_a_in_sea_water_profiler_depth_enabled,z,sea_water_pressure_profiler_depth_enabled,z,moles_of_oxygen_per_unit_mass_in_sea_water_profiler_depth_enabled,z,,,,,,,
UTC,microg.L-1,m,decibars,m,micromol.kg-1,m,,,,,,,
2021-03-01T08:00:00Z,0.029630769,-84,84.50844895,-84,195.7596741,-84,,,,,,,
2021-03-01T08:00:00Z,0.025905263,-83,83.70191865,-83,196.2181123,-83,,,,,,,
2021-03-01T08:00:00Z,0.02568,-82,82.67090672,-82,198.0114677,-82,,,,,,,
2021-03-01T08:00:00Z,0.0214,-81,81.62435932,-81,204.0370157,-81,,,,,,,
2021-03-01T08:01:00Z,0.0387875,-81,80.65739171,-80,207.667796,-80,,,,,,,
2021-03-01T08:03:00Z,0.08025,-76,79.78973235,-79,210.5792348,-79,,,,,,,
2021-03-01T08:03:00Z,0.067766667,-75,79.27615086,-79,212.2211826,-79,,,,,,,
2021-03-01T08:03:00Z,0.072352381,-74,78.65572436,-78,213.7556903,-78,,,,,,,
2021-03-01T08:03:00Z,0.057066667,-73,77.62989522,-77,215.5807392,-77,,,,,,,
2021-03-01T08:04:00Z,0.060633333,-73,76.85976709,-76,216.6203997,-76,,,,,,,
2021-03-01T08:04:00Z,0.063636842,-72,76.40928517,-76,216.9687088,-76,,,,,,,
2021-03-01T08:04:00Z,0.067976471,-71,75.65447163,-75,217.5348671,-75,,,,,,,
2021-03-01T08:05:00Z,0.063636842,-70,74.64104124,-74,217.5716476,-74,,,,,,,
2021-03-01T08:05:00Z,0.072332,-69,74.02934381,-73,217.4815856,-73,,,,,,,
2021-03-01T08:05:00Z,0.077277778,-68,73.50624611,-73,217.10183,-73,,,,,,,
2021-03-01T08:06:00Z,0.0762375,-68,72.54328455,-72,217.4586039,-72,,,,,,,
2021-03-01T08:06:00Z,0.069235294,-67,71.64497446,-71,218.203785,-71,,,,,,,
2021-03-01T08:06:00Z,0.086619048,-66,70.68926332,-70,218.9767954,-70,,,,,,,
2021-03-01T08:06:00Z,0.0963,-65,69.57178707,-69,219.8768771,-69,,,,,,,
2021-03-01T08:07:00Z,0.087026667,-65,68.63722888,-68,220.0709219,-68,,,,,,,
2021-03-01T08:07:00Z,0.086788889,-64,68.33379479,-68,220.6925098,-68,,,,,,,
2021-03-01T08:07:00Z,0.107594444,-63,67.61787559,-67,221.3992354,-67,,,,,,,
2021-03-01T08:07:00Z,0.1177,-62,66.59527458,-66,223.4926374,-66,,,,,,,
2021-03-01T08:08:00Z,0.108459091,-62,65.92964259,-65,224.266604,-65,,,,,,,
2021-03-01T08:08:00Z,0.112944444,-61,65.34871472,-65,224.8288682,-65,,,,,,,
2021-03-01T08:08:00Z,0.094653846,-60,64.51391798,-64,226.4806854,-64,,,,,,,
2021-03-01T08:09:00Z,0.0963,-60,63.56054701,-63,229.3901993,-63,,,,,,,
2021-03-01T08:09:00Z,0.104208696,-59,62.92057711,-62,230.049858,-62,,,,,,,
2021-03-01T08:09:00Z,0.116441177,-58,62.43871978,-62,232.0139623,-62,,,,,,,
2021-03-01T08:09:00Z,0.13268,-57,61.43504007,-61,233.5377543,-61,,,,,,,
2021-03-01T08:10:00Z,0.110057143,-57,60.58743459,-60,235.1344764,-60,,,,,,,
2021-03-01T08:10:00Z,0.1270625,-56,60.10885536,-60,235.9717953,-60,,,,,,,
2021-03-01T08:10:00Z,0.15261579,-55,59.50171759,-59,236.4411723,-59,,,,,,,
2021-03-01T08:10:00Z,0.1605,-54,58.44826306,-58,238.4179403,-58,,,time,oxyen,chlorophyll,pressure,depth
2021-03-01T08:11:00Z,0.184575,-54,57.69037069,-57,241.3181887,-57,,,,,,,
2021-03-01T08:11:00Z,0.234211111,-53,57.42712516,-57,243.9604818,-57,,,,,,,
2021-03-01T08:11:00Z,0.261385714,-52,56.53005621,-56,247.62516,-56,,,,,,,
2021-03-01T08:12:00Z,0.26215,-52,55.46102447,-55,252.9859073,-55,,,,,,,
2021-03-01T08:12:00Z,0.257988889,-51,54.73076237,-54,254.2516765,-54,,,,,,,
2021-03-01T08:12:00Z,0.301829167,-50,54.48328679,-54,256.0967485,-54,,,,,,,
2021-03-01T08:12:00Z,0.3745,-49,53.45106325,-53,261.0638122,-53,,,,,,,
2021-03-01T08:13:00Z,0.3852,-49,52.40305427,-52,263.8066349,-52,,,,,,,
2021-03-01T08:13:00Z,0.460635,-48,52.12307268,-52,265.3182735,-52,,,,,,,
2021-03-01T08:13:00Z,0.471926316,-47,51.45381431,-51,266.5238706,-51,,,,,,,
2021-03-01T08:13:00Z,0.468125,-46,50.38220523,-50,267.8624185,-50,,,,,,,
2021-03-01T08:14:00Z,0.48216875,-46,49.51439137,-49,270.4475421,-49,,,,,,,
2021-03-01T08:14:00Z,0.487822727,-45,49.05660091,-49,272.039643,-49,,,,,,,
2021-03-01T08:14:00Z,0.49955625,-44,48.30309441,-48,273.6669929,-48,,,,,,,
2021-03-01T08:15:00Z,0.54035,-44,47.38246649,-47,277.1341907,-47,,,,,,,
2021-03-01T08:15:00Z,0.525230435,-43,46.6770547,-46,278.3283012,-46,,,,,,,
2021-03-01T08:15:00Z,0.518668421,-42,46.30041346,-46,279.6497958,-46,,,,,,,
2021-03-01T08:15:00Z,0.5243,-41,45.36213219,-45,280.804704,-45,,,,,,,
2021-03-01T08:16:00Z,0.5416875,-41,44.44196417,-44,281.3744147,-44,,,,,,,
2021-03-01T08:16:00Z,0.550408,-40,44.02099921,-44,281.5570577,-44,,,,,,,
2021-03-01T08:16:00Z,0.5564,-39,43.37146816,-43,281.7857588,-43,,,,,,,
2021-03-01T08:16:00Z,0.5671,-38,42.33455934,-42,282.0576724,-42,,,,,,,
2021-03-01T08:17:00Z,0.58315,-38,41.55391545,-41,282.1489476,-41,,,,,,,
2021-03-01T08:17:00Z,0.632828571,-37,41.3282043,-41,282.1884173,-41,,,,,,,
2021-03-01T08:17:00Z,0.651808333,-36,40.40479384,-40,282.4187207,-40,,,,,,,
2021-03-01T08:18:00Z,0.6527,-36,39.31505785,-39,282.5276355,-39,,,,,,,
2021-03-01T08:18:00Z,0.661940909,-35,38.73837767,-38,282.6284076,-38,,,,,,,
2021-03-01T08:18:00Z,0.69215625,-34,38.34239547,-38,282.7529284,-38,,,,,,,
2021-03-01T08:18:00Z,0.7155625,-33,37.27278853,-37,283.1673597,-37,,,,,,,
2021-03-01T08:19:00Z,0.70686875,-33,36.47858483,-36,283.4862362,-36,,,,,,,
2021-03-01T08:19:00Z,0.721086957,-32,36.05244407,-36,283.4544785,-36,,,,,,,
2021-03-01T08:19:00Z,0.719957143,-31,35.31485566,-35,283.5414165,-35,,,,,,,
2021-03-01T08:20:00Z,0.7169,-31,34.34610835,-34,283.6952099,-34,,,,,,,
2021-03-01T08:20:00Z,0.724221053,-30,33.58795379,-33,283.8971064,-33,,,,,,,
2021-03-01T08:20:00Z,0.74793,-29,33.19382225,-33,283.8841635,-33,,,,,,,
2021-03-01T08:20:00Z,0.7704,-28,32.28942043,-32,284.002943,-32,,,,,,,
2021-03-01T08:21:00Z,0.773075,-28,31.24182536,-31,284.1499973,-31,,,,,,,
2021-03-01T08:21:00Z,0.764285714,-27,30.84556697,-31,284.2648391,-31,,,,,,,
2021-03-01T08:21:00Z,0.782495652,-26,30.24016591,-30,284.283584,-30,,,,,,,
2021-03-01T08:22:00Z,0.7383,-26,29.25338441,-29,284.2706249,-29,,,,,,,
2021-03-01T08:22:00Z,0.795366667,-25,28.59602591,-28,284.4275583,-28,,,,,,,
2021-03-01T08:22:00Z,0.800122222,-24,27.9231781,-28,284.5031863,-28,,,,,,,
2021-03-01T08:22:00Z,0.7918,-23,27.23306416,-27,284.5891544,-27,,,,,,,
2021-03-01T08:23:00Z,0.812011111,-23,26.2380702,-26,284.6232118,-26,,,,,,,
2021-03-01T08:23:00Z,0.82497,-22,25.69822386,-25,284.6898179,-25,,,,,,,
2021-03-01T08:23:00Z,0.827842105,-21,25.8438492,-26,284.4511242,-26,,,,,,,
2021-03-01T08:23:00Z,0.82818,-20,25.09687976,-25,284.6268399,-25,,,,,,,
2021-03-01T08:24:00Z,0.836488235,-20,24.13054623,-24,284.7983885,-24,,,,,,,
2021-03-01T08:24:00Z,0.840544444,-19,23.33451065,-23,284.8551356,-23,,,,,,,
2021-03-01T08:24:00Z,0.835194444,-18,22.91983068,-23,284.9624414,-23,,,,,,,
2021-03-01T08:25:00Z,0.842625,-18,22.12129338,-22,285.118558,-22,,,,,,,
2021-03-01T08:25:00Z,0.8453,-17,21.17416714,-21,285.3095029,-21,,,,,,,
2021-03-01T08:25:00Z,0.840794737,-16,20.36796171,-20,285.7035057,-20,,,,,,,
2021-03-01T08:25:00Z,0.84102,-15,20.66875436,-21,285.8591814,-21,,,,,,,
2021-03-01T08:26:00Z,0.84423,-15,20.08195427,-20,286.0358684,-20,,,,,,,
2021-03-01T08:26:00Z,0.8239,-14,19.19852708,-19,286.1258024,-19,,,,,,,
2021-03-01T08:26:00Z,0.825683333,-13,18.16576896,-18,286.1002173,-18,,,,,,,
2021-03-01T08:26:00Z,0.82925,-12,17.77813813,-18,286.0254497,-18,,,,,,,
2021-03-01T08:27:00Z,0.8239,-13,17.02891297,-17,286.0314354,-17,,,,,,,
2021-03-01T08:27:00Z,0.817955556,-12,16.22952105,-16,286.0486596,-16,,,,,,,
2021-03-01T08:27:00Z,0.832347368,-11,15.33899072,-15,286.1386285,-15,,,,,,,
2021-03-01T08:27:00Z,0.8346,-10,15.14067192,-15,286.2104731,-15,,,,,,,
2021-03-01T08:28:00Z,0.817955556,-10,14.16665242,-14,286.2556589,-14,,,,,,,
2021-03-01T08:28:00Z,0.827192308,-9,13.19065467,-13,286.3923026,-13,,,,,,,
2021-03-01T08:28:00Z,0.818961539,-8,12.37366161,-12,286.5124362,-12,,,,,,,
2021-03-01T08:28:00Z,0.80892,-7,12.68728322,-13,286.557424,-13,,,,,,,
2021-03-01T08:29:00Z,0.81855,-11,12.0881275,-12,286.4954369,-12,,,,,,,
2021-03-01T08:29:00Z,0.825845455,-10,11.07368733,-11,286.5167049,-11,,,,,,,
2021-03-01T08:29:00Z,0.8118625,-9,10.30940781,-10,286.5484338,-10,,,,,,,
2021-03-01T08:29:00Z,0.82818,-8,9.975726268,-10,286.6627794,-10,,,,,,,
2021-03-01T08:29:00Z,0.824664286,-7,9.00959415,-9,286.7067293,-9,,,,,,,
2021-03-01T08:29:00Z,0.863133333,-6,8.042628206,-8,286.750469,-8,,,,,,,
2021-03-01T08:30:00Z,0.837657143,-16,7.242412986,-7,286.6710412,-7,,,,,,,
2021-03-01T08:30:00Z,0.841733333,-15,10.84574262,-11,286.7417714,-11,,,,,,,
2021-03-01T08:30:00Z,0.81748,-14,9.933175323,-10,286.6817705,-10,,,,,,,
2021-03-01T08:30:00Z,0.8091875,-13,9.08491092,-9,286.7081391,-9,,,,,,,
2021-03-01T08:30:00Z,0.80678,-12,8.106483636,-8,286.7330788,-8,,,,,,,
2021-03-01T08:30:00Z,0.8132,-11,7.207389377,-7,286.6802828,-7,,,,,,,
2021-03-01T08:31:00Z,0.82925,-17,6.308549888,-6,286.7924245,-6,,,,,,,
2021-03-01T08:31:00Z,0.8252375,-16,15.67597092,-16,286.5984697,-16,,,,,,,
2021-03-01T08:33:00Z,0.8132,-18,15.31794738,-15,286.7356042,-15,,,,,,,
2021-03-01T08:33:00Z,0.82136579,-17,14.18512637,-14,286.6552446,-14,,,,,,,
2021-03-01T08:33:00Z,0.8346,-16,13.05019829,-13,286.7861849,-13,,,,,,,
2021-03-01T08:34:00Z,0.809633333,-18,12.14761323,-12,286.8149101,-12,,,,,,,
2021-03-01T08:34:00Z,0.820009091,-17,11.17184639,-11,286.7997491,-11,,,,,,,
2021-03-01T08:34:00Z,0.814983333,-16,17.06717332,-17,286.591155,-17,,,,,,,
2021-03-01T08:35:00Z,0.8132,-18,16.25301132,-16,286.6526241,-16,,,,,,,
2021-03-01T08:35:00Z,0.830180435,-17,17.11697802,-17,286.3213488,-17,,,,,,,
2021-03-01T08:35:00Z,0.83888,-16,16.59262882,-16,286.300168,-16,,,,,,,
2021-03-01T08:36:00Z,0.8453,-21,17.73360633,-18,286.1398016,-18,,,,,,,
2021-03-01T08:36:00Z,0.828358333,-20,17.10306634,-17,286.1131101,-17,,,,,,,
2021-03-01T08:36:00Z,0.826575,-19,16.53391957,-16,286.138432,-16,,,,,,,
2021-03-01T08:36:00Z,0.82604,-18,17.79633189,-18,286.2951782,-18,,,,,,,
2021-03-01T08:36:00Z,0.830222727,-17,17.0776643,-17,286.3140461,-17,,,,,,,
2021-03-01T08:37:00Z,0.78645,-26,16.43450957,-16,286.3311345,-16,,,,,,,
2021-03-01T08:37:00Z,0.795366667,-25,17.68873275,-18,286.3939539,-18,,,,,,,
2021-03-01T08:37:00Z,0.806958333,-24,17.11077106,-17,286.4401114,-17,,,,,,,
2021-03-01T08:37:00Z,0.810281818,-23,16.49654855,-16,286.3982383,-16,,,,,,,
2021-03-01T08:37:00Z,0.794857143,-22,20.75566533,-21,286.5378341,-21,,,,,,,
2021-03-01T08:37:00Z,0.828358333,-21,20.04521227,-20,286.5957186,-20,,,,,,,
2021-03-01T08:38:00Z,0.778425,-28,19.10251781,-19,286.7256782,-19,,,,,,,
2021-03-01T08:38:00Z,0.783902381,-27,18.26252976,-18,286.6872167,-18,,,,,,,
2021-03-01T08:38:00Z,0.7904625,-26,17.14155742,-17,286.4989826,-17,,,,,,,
2021-03-01T08:39:00Z,0.79715,-28,25.95220515,-26,285.36518,-26,,,,,,,
2021-03-01T08:39:00Z,0.783407843,-27,25.30165451,-25,285.4775145,-25,,,,,,,
2021-03-01T08:40:00Z,0.788233333,-28,24.38865146,-24,285.7121453,-24,,,,,,,
2021-03-01T08:40:00Z,0.791372,-27,23.22076631,-23,286.0385243,-23,,,,,,,
2021-03-01T08:41:00Z,0.783775,-28,22.35513252,-22,286.3035038,-22,,,,,,,
2021-03-01T08:41:00Z,0.78538,-27,21.3239746,-21,286.5374412,-21,,,,,,,
2021-03-01T08:42:00Z,0.807950943,-27,27.88494605,-28,285.2717146,-28,,,,,,,
2021-03-01T08:43:00Z,0.788233333,-31,27.30763775,-27,285.2734981,-27,,,,,,,
2021-03-01T08:43:00Z,0.769576923,-30,26.47098025,-26,285.4114058,-26,,,,,,,
2021-03-01T08:43:00Z,0.77575,-29,27.77304416,-28,285.2367017,-28,,,,,,,
2021-03-01T08:43:00Z,0.795366667,-28,27.36040395,-27,285.198227,-27,,,,,,,
2021-03-01T08:43:00Z,0.78711875,-27,27.86698606,-28,285.2215776,-28,,,,,,,
2021-03-01T08:44:00Z,0.734733333,-36,27.28714775,-27,285.2137024,-27,,,,,,,
2021-03-01T08:44:00Z,0.757230769,-35,27.96555197,-28,285.2232812,-28,,,,,,,
2021-03-01T08:44:00Z,0.77254,-34,27.27717155,-27,285.305128,-27,,,,,,,
2021-03-01T08:44:00Z,0.77896,-33,27.37660045,-27,285.2353281,-27,,,,,,,
2021-03-01T08:44:00Z,0.7931375,-32,31.01891039,-31,285.018061,-31,,,,,,,
2021-03-01T08:44:00Z,0.760888889,-31,30.1534892,-30,285.1340507,-30,,,,,,,
2021-03-01T08:45:00Z,0.719575,-38,28.98065585,-29,285.1639729,-29,,,,,,,
2021-03-01T08:45:00Z,0.692825,-37,28.19014116,-28,285.150691,-28,,,,,,,
2021-03-01T08:45:00Z,0.7062,-36,27.21572069,-27,285.1660329,-27,,,,,,,
2021-03-01T08:46:00Z,0.698557143,-38,26.69123478,-26,285.2304539,-26,,,,,,,
2021-03-01T08:46:00Z,0.678984783,-37,36.16410902,-36,284.8263426,-36,,,,,,,
2021-03-01T08:47:00Z,0.687857143,-38,35.28693996,-35,284.8407418,-35,,,,,,,
2021-03-01T08:47:00Z,0.685074359,-37,34.17031276,-34,284.9137013,-34,,,,,,,
2021-03-01T08:48:00Z,0.701741667,-38,33.25046207,-33,284.9622553,-33,,,,,,,
2021-03-01T08:48:00Z,0.697587805,-37,32.37919775,-32,284.9086175,-32,,,,,,,
2021-03-01T08:49:00Z,0.671181818,-38,31.57878811,-31,284.9599131,-31,,,,,,,
2021-03-01T08:49:00Z,0.669769048,-37,37.84938075,-38,284.3796349,-38,,,,,,,
2021-03-01T08:50:00Z,0.600983333,-41,37.58797386,-37,284.3832575,-37,,,,,,,
2021-03-01T08:50:00Z,0.6313,-40,36.66015099,-36,284.7703602,-36,,,,,,,
2021-03-01T08:50:00Z,0.656590909,-39,37.86234676,-38,284.2093594,-38,,,,,,,
2021-03-01T08:50:00Z,0.655077778,-38,37.6667946,-37,284.2146177,-37,,,,,,,
2021-03-01T08:50:00Z,0.65805,-37,37.89700519,-38,284.1898198,-38,,,,,,,
2021-03-01T08:51:00Z,0.520733333,-46,37.57576187,-37,284.1813856,-37,,,,,,,
2021-03-01T08:51:00Z,0.526677778,-45,37.90268706,-38,284.1885526,-38,,,,,,,
2021-03-01T08:51:00Z,0.51895,-44,37.59178011,-37,284.1867577,-37,,,,,,,
2021-03-01T08:51:00Z,0.566276923,-43,37.9184837,-38,284.1824084,-38,,,,,,,
2021-03-01T08:51:00Z,0.579583333,-42,37.54999314,-37,284.1691216,-37,,,,,,,
2021-03-01T08:51:00Z,0.576611111,-41,41.00812777,-41,284.0186967,-41,,,,,,,
2021-03-01T08:52:00Z,0.467121875,-48,40.24298107,-40,284.1417145,-40,,,,,,,
2021-03-01T08:52:00Z,0.458841177,-47,39.60644868,-39,284.2383469,-39,,,,,,,
2021-03-01T08:52:00Z,0.50718,-46,38.21012141,-38,284.2074726,-38,,,,,,,
2021-03-01T08:53:00Z,0.455236364,-48,37.55827028,-37,284.1379028,-37,,,,,,,
2021-03-01T08:53:00Z,0.445833333,-47,46.3407,-46,283.2464317,-46,,,,,,,
2021-03-01T08:54:00Z,0.475385714,-48,45.45516011,-45,283.3274218,-45,,,,,,,
2021-03-01T08:54:00Z,0.461883333,-47,44.61621568,-44,283.4158327,-44,,,,,,,
2021-03-01T08:55:00Z,0.477384615,-48,43.35993743,-43,283.6050084,-43,,,,,,,
2021-03-01T08:55:00Z,0.451692857,-47,42.50665589,-42,283.8027671,-42,,,,,,,
2021-03-01T08:56:00Z,0.485730233,-48,41.62344151,-41,283.9233646,-41,,,,,,,
2021-03-01T08:56:00Z,0.49006,-47,48.05535422,-48,282.071293,-48,,,,,,,
2021-03-01T08:57:00Z,0.431057143,-51,47.69919825,-47,282.630876,-47,,,,,,,
2021-03-01T08:57:00Z,0.423244444,-50,46.54543079,-46,283.1428965,-46,,,,,,,
2021-03-01T08:57:00Z,0.4601,-49,48.0243482,-48,281.3913321,-48,,,,,,,
2021-03-01T08:57:00Z,0.461072727,-48,47.83619153,-47,281.3379886,-47,,,,,,,
2021-03-01T08:57:00Z,0.4601,-47,48.12569312,-48,281.6385859,-48,,,,,,,
2021-03-01T08:58:00Z,0.1391,-57,47.7533342,-47,281.6219933,-47,,,,,,,
2021-03-01T08:58:00Z,0.1605,-56,48.03213982,-48,281.5793018,-48,,,,,,,
2021-03-01T08:58:00Z,0.24824,-55,47.83007571,-47,281.6012289,-47,,,,,,,
2021-03-01T08:58:00Z,0.316136364,-54,47.99513696,-48,281.4992293,-48,,,,,,,
2021-03-01T08:58:00Z,0.318325,-53,47.86649654,-47,281.5049187,-47,,,,,,,
2021-03-01T08:58:00Z,0.35845,-52,51.20930457,-51,280.7661391,-51,,,,,,,
2021-03-01T08:58:00Z,0.349533333,-51,50.50943402,-50,281.3482764,-50,,,,,,,
2021-03-01T08:59:00Z,0.127427273,-58,49.53025872,-49,281.6557275,-49,,,,,,,
2021-03-01T08:59:00Z,0.118888889,-57,48.24417538,-48,281.7335422,-48,,,,,,,
2021-03-01T09:00:00Z,0.126381132,-58,47.81971742,-47,281.7183373,-47,,,,,,,
2021-03-01T09:01:00Z,0.115182353,-58,57.07577908,-57,265.6564468,-57,,,,,,,
2021-03-01T09:03:00Z,0.168970833,-58,56.45131859,-56,268.4743331,-56,,,,,,,
2021-03-01T09:04:00Z,0.1605,-62,55.50444143,-55,271.4471076,-55,,,,,,,
2021-03-01T09:04:00Z,0.15622,-61,54.37871489,-54,273.4378466,-54,,,,,,,
2021-03-01T09:04:00Z,0.16799,-60,53.33247868,-53,275.3923525,-53,,,,,,,
2021-03-01T09:04:00Z,0.15729,-59,52.45609737,-52,277.7593106,-52,,,,,,,
2021-03-01T09:04:00Z,0.211081818,-58,51.675617,-51,279.7166873,-51,,,,,,,
2021-03-01T09:05:00Z,0.125342857,-67,58.71959215,-58,254.187626,-58,,,,,,,
2021-03-01T09:05:00Z,0.120077778,-66,57.56304386,-57,263.2652384,-57,,,,,,,
2021-03-01T09:05:00Z,0.120375,-65,58.75855847,-58,246.8920622,-58,,,,,,,
2021-03-01T09:05:00Z,0.116727273,-64,58.74374882,-58,250.0348203,-58,,,,,,,
2021-03-01T09:05:00Z,0.138127273,-63,58.74178415,-58,255.0925349,-58,,,,,,,
2021-03-01T09:05:00Z,0.148271429,-62,58.7319816,-58,258.0854405,-58,,,,,,,
2021-03-01T09:06:00Z,0.10807,-69,62.12314393,-62,259.6646511,-62,,,,,,,
2021-03-01T09:06:00Z,0.120375,-68,61.5752506,-61,260.3402577,-61,,,,,,,
2021-03-01T09:06:00Z,0.11556,-67,60.43760045,-60,261.3338352,-60,,,,,,,
2021-03-01T09:07:00Z,0.096703774,-69,59.43137694,-59,262.0561046,-59,,,,,,,
2021-03-01T09:08:00Z,0.093069811,-69,58.72484656,-58,260.0794058,-58,,,,,,,
2021-03-01T09:09:00Z,0.087581482,-69,67.47760231,-67,241.2948871,-67,,,,,,,
2021-03-01T09:10:00Z,0.086609434,-69,66.44709928,-66,243.1366685,-66,,,,,,,
2021-03-01T09:11:00Z,0.060633333,-72,65.68946969,-65,246.3740851,-65,,,,,,,
2021-03-01T09:11:00Z,0.075872727,-71,64.59780447,-64,251.2961663,-64,,,,,,,
2021-03-01T09:11:00Z,0.07383,-70,63.50444693,-63,256.9885977,-63,,,,,,,
2021-03-01T09:11:00Z,0.086423077,-69,62.63566595,-62,259.1941489,-62,,,,,,,
2021-03-01T09:12:00Z,0.0107,-78,69.46507782,-69,235.5805358,-69,,,,,,,
2021-03-01T09:12:00Z,0.037936364,-77,68.71859825,-68,239.1515822,-68,,,,,,,
2021-03-01T09:12:00Z,0.0227375,-76,67.79916064,-67,240.2388673,-67,,,,,,,
2021-03-01T09:12:00Z,0.02889,-75,69.49285849,-69,232.6392601,-69,,,,,,,
2021-03-01T09:12:00Z,0.044745455,-74,69.48273607,-69,229.3816733,-69,,,,,,,
2021-03-01T09:12:00Z,0.052311111,-73,69.46129604,-69,226.7598997,-69,,,,,,,
2021-03-01T09:12:00Z,0.082033333,-72,69.44153695,-69,224.8947855,-69,,,,,,,
2021-03-01T09:13:00Z,0.033288889,-80,72.4909243,-72,221.2289584,-72,,,,,,,
2021-03-01T09:13:00Z,0.032528,-79,71.62978365,-71,222.2046365,-71,,,,,,,
2021-03-01T09:13:00Z,0.03959,-78,70.50185562,-70,223.1681754,-70,,,,,,,
2021-03-01T09:14:00Z,0.02675,-80,69.47797968,-69,223.9907082,-69,,,,,,,
2021-03-01T09:14:00Z,0.02996,-79,78.24486595,-78,201.3531693,-78,,,,,,,
2021-03-01T09:15:00Z,0.030388,-80,77.60271182,-77,204.1995323,-77,,,,,,,
2021-03-01T09:15:00Z,0.024457143,-79,76.60568582,-76,211.4612603,-76,,,,,,,
2021-03-01T09:16:00Z,0.0321,-80,75.69135709,-75,216.9930818,-75,,,,,,,
2021-03-01T09:16:00Z,0.027161539,-79,74.60209344,-74,219.2331778,-74,,,,,,,
2021-03-01T09:17:00Z,0.031276923,-80,73.55485047,-73,220.2673453,-73,,,,,,,
2021-03-01T09:17:00Z,0.02782,-79,73.01880675,-72,220.7742974,-72,,,,,,,
2021-03-01T09:18:00Z,0.0321,-83,80.19649986,-80,197.1680136,-80,,,,,,,
2021-03-01T09:18:00Z,0.023777778,-82,79.98446822,-79,197.4180555,-79,,,,,,,
2021-03-01T09:18:00Z,0.0214,-81,78.79176404,-78,199.8156587,-78,,,,,,,
2021-03-01T09:18:00Z,0.022223077,-80,80.21314474,-80,196.0394941,-80,,,,,,,
2021-03-01T09:18:00Z,0.029847368,-79,80.10187645,-79,196.0446224,-79,,,,,,,
2021-03-01T09:19:00Z,0.003057143,-88,80.23555802,-80,195.8046521,-80,,,,,,,
2021-03-01T09:19:00Z,0.01926,-87,80.05659485,-79,195.7876799,-79,,,,,,,
2021-03-01T09:19:00Z,0.020211111,-86,80.19522836,-80,195.749923,-80,,,,,,,
2021-03-01T09:19:00Z,0.023777778,-85,80.09003145,-79,195.7487893,-79,,,,,,,
2021-03-01T09:19:00Z,0.020427273,-84,80.20451876,-80,195.676707,-80,,,,,,,
2021-03-01T09:19:00Z,0.02675,-83,80.05101076,-79,195.6951578,-79,,,,,,,
2021-03-01T09:20:00Z,0.004815,-90,83.23243171,-83,195.0359357,-83,,,,,,,
2021-03-01T09:20:00Z,0.006809091,-89,82.77519486,-82,195.4562161,-82,,,,,,,
2021-03-01T09:20:00Z,-0.01605,-88,81.71638372,-81,195.5137064,-81,,,,,,,
2021-03-01T09:21:00Z,0.008075472,-90,80.54505788,-80,195.6539621,-80,,,,,,,
2021-03-01T09:22:00Z,0.009892453,-90,80.08816996,-79,195.713888,-79,,,,,,,
2021-03-01T09:23:00Z,0.006864151,-90,88.58089791,-88,185.0714602,-88,,,,,,,
2021-03-01T09:24:00Z,0.001188889,-90,87.71862344,-87,186.8272218,-87,,,,,,,
2021-03-01T09:25:00Z,0.002675,-93,86.6361634,-86,189.4902067,-86,,,,,,,
2021-03-01T09:25:00Z,5.20E-19,-92,85.7399598,-85,192.2018214,-85,,,,,,,
2021-03-01T09:25:00Z,0.00107,-91,84.67248615,-84,193.7399721,-84,,,,,,,
2021-03-01T09:25:00Z,0.011128,-90,83.70124639,-83,194.600373,-83,,,,,,,
2021-03-01T09:26:00Z,-0.00428,-99,90.94285712,-90,179.902096,-90,,,,,,,
2021-03-01T09:26:00Z,-0.009511111,-98,89.74150488,-89,183.2424254,-89,,,,,,,
2021-03-01T09:26:00Z,-0.003566667,-97,89.05615099,-88,184.4810607,-88,,,,,,,
2021-03-01T09:26:00Z,-0.00428,-96,90.99307341,-90,176.7222977,-90,,,,,,,
2021-03-01T09:26:00Z,-0.00642,-95,90.97233729,-90,176.4992114,-90,,,,,,,
2021-03-01T09:26:00Z,-0.003566667,-94,90.96162782,-90,176.7462643,-90,,,,,,,
2021-03-01T09:26:00Z,0.0107,-93,90.94951523,-90,177.447549,-90,,,,,,,
2021-03-01T09:27:00Z,-0.009053846,-101,93.71128886,-93,176.889416,-93,,,,,,,
2021-03-01T09:27:00Z,0.001188889,-100,92.80507514,-92,177.1508293,-92,,,,,,,
2021-03-01T09:27:00Z,-0.01926,-99,91.71572373,-91,177.3079086,-91,,,,,,,
2021-03-01T09:28:00Z,-0.006460377,-101,90.94684848,-90,177.4190476,-90,,,,,,,
2021-03-01T09:29:00Z,-0.01130566,-101,99.58374141,-99,172.4777208,-99,,,,,,,
2021-03-01T09:30:00Z,-0.01387037,-101,98.77148691,-98,173.1691872,-98,,,,,,,
2021-03-01T09:31:00Z,-0.016406667,-101,97.85716082,-97,174.2528518,-97,,,,,,,
2021-03-01T09:33:00Z,-0.018725,-110,96.83407513,-96,175.2724492,-96,,,,,,,
2021-03-01T09:33:00Z,-0.023777778,-109,95.80029008,-95,175.6709833,-95,,,,,,,
2021-03-01T09:33:00Z,-0.0214,-108,94.78813272,-94,176.0896708,-94,,,,,,,
2021-03-01T09:33:00Z,-0.02354,-107,94.19947203,-93,176.5982424,-93,,,,,,,
